callsign,country,velocity,altitude,temperature,wind_speed,timestamp,delay_label
N1036M,United States,50.16,1569.72,12.3,2.06,2025-04-15T02:38:16,2
SKW5585,United States,3.86,0.0,12.3,2.06,2025-04-15T02:37:53,2
EVA113,Taiwan,66.07,297.18,12.3,2.06,2025-04-15T02:37:09,2
SWA3474,United States,264.65,12496.8,12.3,2.06,2025-04-15T02:38:16,0
SWA3506,United States,267.35,12496.8,12.3,2.06,2025-04-15T02:38:15,0
DAL670,United States,229.22,11582.4,12.3,2.06,2025-04-15T02:36:06,0
ASH6046,United States,261.85,10668.0,12.3,2.06,2025-04-15T02:38:15,0
N6069F,United States,38.56,807.72,12.3,2.06,2025-04-15T02:38:16,2
ZKSWX,New Zealand,40.18,381.0,12.3,2.06,2025-04-15T02:38:14,2
SWA4573,United States,260.21,7741.92,12.3,2.06,2025-04-15T02:38:16,0
EVA075,Taiwan,220.81,6979.92,12.3,2.06,2025-04-15T02:38:16,0
ETH706,Ethiopia,245.42,10972.8,12.3,2.06,2025-04-15T02:38:15,0
DAL634,United States,217.29,10363.2,12.3,2.06,2025-04-15T02:38:15,0
ETH638,Ethiopia,264.6,11879.58,12.3,2.06,2025-04-15T02:38:16,0
EVA619,Taiwan,251.18,10668.0,12.3,2.06,2025-04-15T02:38:16,0
CXK1019,United States,46.95,1981.2,12.3,2.06,2025-04-15T02:38:14,2
ETH726,Ethiopia,225.97,12192.0,12.3,2.06,2025-04-15T02:38:13,0
EVA071,Taiwan,253.9,11574.78,12.3,2.06,2025-04-15T02:32:07,0
EVA867,Taiwan,106.28,975.36,12.3,2.06,2025-04-15T02:38:15,1
SWA3892,United States,240.49,8526.78,12.3,2.06,2025-04-15T02:38:16,0
JBU2615,United States,203.73,10370.82,12.3,2.06,2025-04-15T02:38:16,0
EVA233,Taiwan,258.89,10363.2,12.3,2.06,2025-04-15T02:38:09,0
NKS255,United States,213.59,11590.02,12.3,2.06,2025-04-15T02:38:15,0
AAL1427,United States,230.09,10363.2,12.3,2.06,2025-04-15T02:38:15,0
DAL707,United States,234.58,8534.4,12.3,2.06,2025-04-15T02:38:15,0
JBU2730,United States,156.68,4671.06,12.3,2.06,2025-04-15T02:38:16,1
DAL391,United States,215.11,11582.4,12.3,2.06,2025-04-15T02:38:15,0
N351GC,United States,142.84,1592.58,12.3,2.06,2025-04-15T02:38:15,1
EVA892,Taiwan,219.47,5234.94,12.3,2.06,2025-04-15T02:38:16,0
EJM247,United States,235.28,12496.8,12.3,2.06,2025-04-15T02:38:16,0
DAL2306,United States,201.16,9151.62,12.3,2.06,2025-04-15T02:38:16,0
ETH718,Ethiopia,237.05,12192.0,12.3,2.06,2025-04-15T02:38:16,0
EVA845,Taiwan,7.72,0.0,12.3,2.06,2025-04-15T02:38:14,2
CAL7915,Taiwan,229.4,11582.4,12.3,2.06,2025-04-15T02:38:16,0
CSN6444,China,70.64,76.2,12.3,2.06,2025-04-15T02:36:59,2
ROU1978,Canada,236.03,5760.72,12.3,2.06,2025-04-15T02:38:15,0
JAL664,Japan,227.19,7239.0,12.3,2.06,2025-04-15T02:38:15,0
EDV5231,United States,7.72,0.0,12.3,2.06,2025-04-15T02:38:15,2
TTW231,Taiwan,140.14,2590.8,12.3,2.06,2025-04-15T02:38:15,1
ROU1724,Canada,255.37,11277.6,12.3,2.06,2025-04-15T02:38:15,0
TTW238,Taiwan,265.68,11285.22,12.3,2.06,2025-04-15T02:33:56,0
DAL449,United States,190.5,11582.4,12.3,2.06,2025-04-15T02:38:15,1
TTW260,Taiwan,263.02,10058.4,12.3,2.06,2025-04-15T02:38:16,0
ETH678,Ethiopia,237.93,11887.2,12.3,2.06,2025-04-15T02:38:15,0
APJ63,Japan,197.57,11582.4,12.3,2.06,2025-04-15T02:38:12,1
FDX1234,United States,272.89,11269.98,12.3,2.06,2025-04-15T02:38:15,0
EVA255,Taiwan,224.37,6240.78,12.3,2.06,2025-04-15T02:38:16,0
UIA8606,Taiwan,2.83,0.0,12.3,2.06,2025-04-15T02:33:47,2
ETH728,Ethiopia,230.79,12192.0,12.3,2.06,2025-04-15T02:38:16,0
ETH732,Ethiopia,222.66,12192.0,12.3,2.06,2025-04-15T02:38:16,0
EVA801,Taiwan,196.63,7139.94,12.3,2.06,2025-04-15T02:38:15,1
SKW3720,United States,221.27,10668.0,12.3,2.06,2025-04-15T02:38:16,0
N52371,United States,4.63,0.0,12.3,2.06,2025-04-15T02:38:14,2
N512PM,United States,211.62,13106.4,12.3,2.06,2025-04-15T02:38:15,0
AMX070,Mexico,281.32,11277.6,12.3,2.06,2025-04-15T02:38:06,0
CSN357,China,204.53,9601.2,12.3,2.06,2025-04-15T02:38:16,0
CAL602,Taiwan,6.17,0.0,12.3,2.06,2025-04-15T02:38:12,2
CAL154,Taiwan,74.96,586.74,12.3,2.06,2025-04-15T02:34:19,2
TU502,Brunei Darussalam,0.0,0.0,12.3,2.06,2025-04-15T02:38:12,2
ETH730,Ethiopia,235.32,12184.38,12.3,2.06,2025-04-15T02:38:14,0
UPS274,United States,241.4,10668.0,12.3,2.06,2025-04-15T02:38:15,0
DAL2109,United States,216.55,10972.8,12.3,2.06,2025-04-15T02:38:15,0
ANZ021L,New Zealand,139.69,6096.0,12.3,2.06,2025-04-15T02:38:16,1
CSB7506,United States,239.58,10058.4,12.3,2.06,2025-04-15T02:38:15,0
TECHNO37,France,8.23,0.0,12.3,2.06,2025-04-15T02:38:15,2
ASA106,United States,226.15,10668.0,12.3,2.06,2025-04-15T02:38:15,0
DAL757,United States,210.32,10370.82,12.3,2.06,2025-04-15T02:38:16,0
FFT1085,United States,202.46,10957.56,12.3,2.06,2025-04-15T02:38:16,0
UCA4304,United States,125.95,2918.46,12.3,2.06,2025-04-15T02:38:16,1
N74808,United States,53.31,457.2,12.3,2.06,2025-04-15T02:38:15,2
ANZ212L,New Zealand,57.06,213.36,12.3,2.06,2025-04-15T02:38:15,2
ETH417,Ethiopia,257.15,9448.8,12.3,2.06,2025-04-15T02:33:00,0
CAL705,Taiwan,240.29,10058.4,12.3,2.06,2025-04-15T02:38:16,0
GJS4384,United States,270.33,8778.24,12.3,2.06,2025-04-15T02:38:16,0
UAL2641,United States,241.03,11582.4,12.3,2.06,2025-04-15T02:38:16,0
AAL457,United States,240.3,9753.6,12.3,2.06,2025-04-15T02:38:16,0
CHH7047,China,2.31,0.0,12.3,2.06,2025-04-15T02:38:16,2
EVA087,Taiwan,259.65,10363.2,12.3,2.06,2025-04-15T02:23:48,0
PDT5740,United States,243.24,9494.52,12.3,2.06,2025-04-15T02:38:16,0
SWA4308,United States,240.17,8839.2,12.3,2.06,2025-04-15T02:38:15,0
YBW,Australia,53.54,723.9,12.3,2.06,2025-04-15T02:38:05,2
CLX6222,Luxembourg,300.66,10668.0,12.3,2.06,2025-04-15T02:38:16,0
CAL032,Taiwan,5.14,0.0,12.3,2.06,2025-04-15T02:38:08,2
AAL2567,United States,208.25,10363.2,12.3,2.06,2025-04-15T02:38:16,0
CHH735,China,210.55,10363.2,12.3,2.06,2025-04-15T02:38:16,0
FDX1203,United States,201.75,11590.02,12.3,2.06,2025-04-15T02:38:16,0
FLE2101,Canada,235.36,7208.52,12.3,2.06,2025-04-15T02:38:16,0
AAL1104,United States,207.71,10370.82,12.3,2.06,2025-04-15T02:38:14,0
TTW288,Taiwan,255.38,8397.24,12.3,2.06,2025-04-15T02:37:19,0
CAL061,Taiwan,257.49,12192.0,12.3,2.06,2025-04-15T02:18:40,0
CAL831,Taiwan,219.24,11582.4,12.3,2.06,2025-04-15T02:37:24,0
ETH610,Ethiopia,137.09,2743.2,12.3,2.06,2025-04-15T02:38:16,1
JZR203,Kuwait,142.89,3893.82,12.3,2.06,2025-04-15T02:38:15,1
CPA254,China,236.64,10668.0,12.3,2.06,2025-04-15T02:38:16,0
AAY3533,United States,198.87,9761.22,12.3,2.06,2025-04-15T02:38:09,1
DAL1439,United States,256.84,9982.2,12.3,2.06,2025-04-15T02:38:16,0
GFA017,Bahrain,218.46,9761.22,12.3,2.06,2025-04-15T02:38:16,0
YBQ,Australia,76.04,944.88,12.3,2.06,2025-04-15T02:38:16,2
CAL004,Taiwan,202.63,6233.16,12.3,2.06,2025-04-15T02:38:15,0
ROU1705,Canada,221.25,10972.8,12.3,2.06,2025-04-15T02:38:16,0
CSC8782,China,202.54,2636.52,12.3,2.06,2025-04-15T02:28:41,0
CLX17A,Luxembourg,222.04,9144.0,12.3,2.06,2025-04-15T02:38:15,0
SKW4940,United States,212.37,8839.2,12.3,2.06,2025-04-15T02:38:15,0
EVA106,Taiwan,119.88,769.62,12.3,2.06,2025-04-15T02:38:13,1
ETH736,Ethiopia,231.0,12192.0,12.3,2.06,2025-04-15T02:38:15,0
SKW5815,United States,274.98,10668.0,12.3,2.06,2025-04-15T02:38:14,0
CXF1,United States,205.88,13106.4,12.3,2.06,2025-04-15T02:38:16,0
AAL478,United States,259.39,10668.0,12.3,2.06,2025-04-15T02:38:16,0
SWA448,United States,202.93,5905.5,12.3,2.06,2025-04-15T02:38:15,0
UAL630,United States,198.3,9707.88,12.3,2.06,2025-04-15T02:38:16,1
JBU102,United States,140.27,1539.24,12.3,2.06,2025-04-15T02:38:15,1
MXD2303,Malaysia,182.03,5791.2,12.3,2.06,2025-04-15T02:38:15,1
SIA7973,Singapore,252.33,11277.6,12.3,2.06,2025-04-15T02:38:12,0
SWA3888,United States,191.78,11582.4,12.3,2.06,2025-04-15T02:38:15,1
ASA287,United States,220.32,10363.2,12.3,2.06,2025-04-15T02:38:15,0
BAW33,United Kingdom,274.54,11277.6,12.3,2.06,2025-04-15T02:35:47,0
CHB6385,China,260.54,9479.28,12.3,2.06,2025-04-15T02:38:15,0
ANA754,Japan,107.87,3230.88,12.3,2.06,2025-04-15T02:38:16,1
SIA7343,Singapore,265.11,10668.0,12.3,2.06,2025-04-15T02:38:15,0
MFX802,Uzbekistan,190.21,11582.4,12.3,2.06,2025-04-15T02:38:15,1
AZG1222,Georgia,224.39,11269.98,12.3,2.06,2025-04-15T02:38:15,0
DAL685,United States,182.47,10142.22,12.3,2.06,2025-04-15T02:38:16,1
ACA431,Canada,193.67,7612.38,12.3,2.06,2025-04-15T02:38:16,1
ENY3750,United States,196.52,10363.2,12.3,2.06,2025-04-15T02:38:16,1
PJK,Australia,68.82,3101.34,12.3,2.06,2025-04-15T02:38:15,2
N5217D,United States,47.29,1310.64,12.3,2.06,2025-04-15T02:20:59,2
SIA23,Singapore,3.6,0.0,12.3,2.06,2025-04-15T02:38:16,2
SIA21,Singapore,267.71,12496.8,12.3,2.06,2025-04-15T02:37:49,0
SKW3966,United States,252.43,10668.0,12.3,2.06,2025-04-15T02:38:15,0
DAL436,United States,0.0,0.0,12.3,2.06,2025-04-15T02:37:59,2
ATN3365,United States,280.81,10668.0,12.3,2.06,2025-04-15T02:38:16,0
BAW109,United Kingdom,175.87,5234.94,12.3,2.06,2025-04-15T02:38:15,1
N337CH,United States,69.48,1402.08,12.3,2.06,2025-04-15T02:38:15,2
SKW4031,United States,63.79,121.92,12.3,2.06,2025-04-15T02:38:06,2
UPS1307,United States,6.43,0.0,12.3,2.06,2025-04-15T02:38:14,2
BAW34,United Kingdom,234.91,12192.0,12.3,2.06,2025-04-15T02:38:16,0
DAL697,United States,275.09,11285.22,12.3,2.06,2025-04-15T02:38:16,0
DAL147,United States,260.22,11277.6,12.3,2.06,2025-04-15T02:38:15,0
TLK822,Canada,254.55,8740.14,12.3,2.06,2025-04-15T02:38:16,0
RPA5707,United States,83.92,914.4,12.3,2.06,2025-04-15T02:38:16,2
UPS1151,United States,176.56,6705.6,12.3,2.06,2025-04-15T02:38:15,1
MXD605,Malaysia,195.58,5509.26,12.3,2.06,2025-04-15T02:38:15,1
SLI1457,Mexico,134.59,5273.04,12.3,2.06,2025-04-15T02:38:16,1
CXA835,China,259.97,10066.02,12.3,2.06,2025-04-15T02:38:15,0
LXJ465,United States,138.99,1318.26,12.3,2.06,2025-04-15T02:38:16,1
SWA3603,United States,276.59,11887.2,12.3,2.06,2025-04-15T02:38:15,0
AAL1947,United States,204.94,7345.68,12.3,2.06,2025-04-15T02:38:15,0
SWA3994,United States,208.86,10805.16,12.3,2.06,2025-04-15T02:38:15,0
AAL1352,United States,263.55,11887.2,12.3,2.06,2025-04-15T02:38:15,0
FFT1251,United States,196.54,4427.22,12.3,2.06,2025-04-15T02:38:16,1
SWA2346,United States,201.07,12192.0,12.3,2.06,2025-04-15T02:38:15,0
ASA309,United States,201.15,10363.2,12.3,2.06,2025-04-15T02:38:14,0
AAY44,United States,248.32,11094.72,12.3,2.06,2025-04-15T02:38:16,0
QLK4D,Australia,172.94,4114.8,12.3,2.06,2025-04-15T02:38:15,1
SKW5788,United States,224.21,9753.6,12.3,2.06,2025-04-15T02:38:15,0
SCX408,United States,256.08,11277.6,12.3,2.06,2025-04-15T02:38:15,0
CSN686,China,131.26,2385.06,12.3,2.06,2025-04-15T02:38:15,1
AAL618,United States,278.37,11711.94,12.3,2.06,2025-04-15T02:38:16,0
N6185K,United States,15.44,-60.96,12.3,2.06,2025-04-15T02:38:14,2
DAL1495,United States,0.0,0.0,12.3,2.06,2025-04-15T02:38:09,2
UPS733,United States,301.44,9456.42,12.3,2.06,2025-04-15T02:38:15,0
EPI544,United States,51.08,1310.64,12.3,2.06,2025-04-15T02:38:16,2
NKS1237,United States,229.25,4678.68,12.3,2.06,2025-04-15T02:38:15,0
AAL2037,United States,254.57,11277.6,12.3,2.06,2025-04-15T02:38:16,0
AAL2660,United States,211.5,9890.76,12.3,2.06,2025-04-15T02:38:16,0
N839SP,United States,49.32,182.88,12.3,2.06,2025-04-15T02:38:13,2
AXM5193,Malaysia,245.1,10370.82,12.3,2.06,2025-04-15T02:38:15,0
AXM6191,Malaysia,142.03,2186.94,12.3,2.06,2025-04-15T02:38:16,1
MAS717,Malaysia,231.14,10195.56,12.3,2.06,2025-04-15T02:38:16,0
FFT3348,United States,246.42,11277.6,12.3,2.06,2025-04-15T02:38:16,0
RSJ9636,Russian Federation,195.03,5433.06,12.3,2.06,2025-04-15T02:35:21,1
VIR154,United Kingdom,270.25,11887.2,12.3,2.06,2025-04-15T02:38:15,0
AMX819,Mexico,199.35,9753.6,12.3,2.06,2025-04-15T02:38:16,1
PVL2275,Canada,61.24,350.52,12.3,2.06,2025-04-15T02:38:16,2
UAL602,United States,200.59,8534.4,12.3,2.06,2025-04-15T02:38:16,0
N542CW,United States,53.89,1958.34,12.3,2.06,2025-04-15T02:38:16,2
LSE,Australia,52.06,434.34,12.3,2.06,2025-04-15T02:37:49,2
AAY2102,United States,281.53,11269.98,12.3,2.06,2025-04-15T02:38:16,0
SWA3543,United States,183.84,3261.36,12.3,2.06,2025-04-15T02:38:15,1
ETH513,Ethiopia,0.0,0.0,12.3,2.06,2025-04-15T02:38:11,2
JZA788,Canada,203.87,4998.72,12.3,2.06,2025-04-15T02:38:15,0
DAL2584,United States,253.74,11277.6,12.3,2.06,2025-04-15T02:38:15,0
JZA393,Canada,141.77,3208.02,12.3,2.06,2025-04-15T02:38:15,1
EDV4969,United States,273.96,10058.4,12.3,2.06,2025-04-15T02:38:16,0
JAL562,Japan,1.8,0.0,12.3,2.06,2025-04-15T02:36:40,2
ANA1202,Japan,62.92,137.16,12.3,2.06,2025-04-15T02:36:40,2
ENY3668,United States,216.26,7315.2,12.3,2.06,2025-04-15T02:38:13,0
JZA193,Canada,212.98,10972.8,12.3,2.06,2025-04-15T02:38:16,0
FDX1647,United States,180.64,9517.38,12.3,2.06,2025-04-15T02:38:15,1
AAY974,United States,228.97,10972.8,12.3,2.06,2025-04-15T02:38:15,0
EVA184,Taiwan,122.14,2209.8,12.3,2.06,2025-04-15T02:38:15,1
DAL867,United States,208.25,9753.6,12.3,2.06,2025-04-15T02:38:15,0
UPS1055,United States,85.73,655.32,12.3,2.06,2025-04-15T02:38:15,2
DAL2581,United States,226.88,9753.6,12.3,2.06,2025-04-15T02:38:15,0
AAY580,United States,139.4,1805.94,12.3,2.06,2025-04-15T02:38:16,1
SWA4018,United States,203.5,6781.8,12.3,2.06,2025-04-15T02:38:16,0
NKS681,United States,253.19,7246.62,12.3,2.06,2025-04-15T02:38:15,0
JBU738,United States,150.33,3108.96,12.3,2.06,2025-04-15T02:38:16,1
JBU2587,United States,164.52,3223.26,12.3,2.06,2025-04-15T02:38:16,1
KPO181,United States,228.75,9144.0,12.3,2.06,2025-04-15T02:38:16,0
ACA812,Canada,256.58,11887.2,12.3,2.06,2025-04-15T02:38:13,0
SKW4968,United States,217.93,5760.72,12.3,2.06,2025-04-15T02:38:16,0
DAL32,United States,256.16,9448.8,12.3,2.06,2025-04-15T02:38:16,0
20627,United States,2.83,0.0,12.3,2.06,2025-04-15T02:37:55,2
FDX155,United States,195.39,11582.4,12.3,2.06,2025-04-15T02:38:16,1
MSC2967,Ukraine,217.66,10668.0,12.3,2.06,2025-04-15T02:38:14,0
EDV5059,United States,183.42,5250.18,12.3,2.06,2025-04-15T02:38:16,1
SWA1939,United States,209.68,9144.0,12.3,2.06,2025-04-15T02:38:14,0
QLK406D,Australia,83.07,99.06,12.3,2.06,2025-04-15T02:38:16,2
QLK581D,Australia,109.28,1805.94,12.3,2.06,2025-04-15T01:29:37,1
KNE4007,United Kingdom,190.94,10980.42,12.3,2.06,2025-04-15T02:36:53,1
AAL2443,United States,274.36,9448.8,12.3,2.06,2025-04-15T02:38:15,0
DAL2051,United States,6.17,0.0,12.3,2.06,2025-04-15T02:38:15,2
VT490,France,71.02,350.52,12.3,2.06,2025-04-15T02:37:26,2
AAL1430,United States,227.12,8534.4,12.3,2.06,2025-04-15T02:36:33,0
NKS708,United States,232.04,8221.98,12.3,2.06,2025-04-15T02:38:16,0
RPA5876,United States,220.23,6774.18,12.3,2.06,2025-04-15T02:38:16,0
HYM345,Ukraine,262.5,11277.6,12.3,2.06,2025-04-15T02:38:15,0
LFA689,United States,57.97,1470.66,12.3,2.06,2025-04-15T02:38:16,2
N234HS,United States,125.11,2270.76,12.3,2.06,2025-04-15T02:38:13,1
SWA3524,United States,238.81,7620.0,12.3,2.06,2025-04-15T02:38:15,0
351,Sweden,8.23,0.0,12.3,2.06,2025-04-15T02:33:16,2
NKS825,United States,189.47,11582.4,12.3,2.06,2025-04-15T02:38:16,1
QDA9835,China,221.48,8412.48,12.3,2.06,2025-04-15T02:38:15,0
AAL1797,United States,194.47,6423.66,12.3,2.06,2025-04-15T02:38:16,1
DAL1426,United States,101.57,1280.16,12.3,2.06,2025-04-15T02:38:16,1
N986WU,United States,32.81,762.0,12.3,2.06,2025-04-15T02:33:37,2
SWA4281,United States,223.35,12192.0,12.3,2.06,2025-04-15T02:33:38,0
UAL1893,United States,204.45,9144.0,12.3,2.06,2025-04-15T02:38:15,0
DAL2138,United States,254.03,10668.0,12.3,2.06,2025-04-15T02:38:16,0
N717CE,United States,56.24,1615.44,12.3,2.06,2025-04-15T02:38:15,2
UAL2696,United States,238.25,10972.8,12.3,2.06,2025-04-15T02:38:15,0
AFR719,France,262.5,10363.2,12.3,2.06,2025-04-15T02:38:16,0
SIA304,Singapore,242.18,12192.0,12.3,2.06,2025-04-15T02:38:14,0
AFR007,France,260.71,11277.6,12.3,2.06,2025-04-15T02:38:15,0
AFR655,France,247.11,10972.8,12.3,2.06,2025-04-15T02:38:16,0
AFR257,France,241.06,10972.8,12.3,2.06,2025-04-15T02:38:16,0
AFR25G,France,268.06,10058.4,12.3,2.06,2025-04-15T02:38:16,0
ENY3692,United States,211.46,9144.0,12.3,2.06,2025-04-15T02:38:16,0
AFR23X,France,283.7,10668.0,12.3,2.06,2025-04-15T02:38:16,0
SIA312,Singapore,213.14,12192.0,12.3,2.06,2025-04-15T02:38:16,0
DAL112,United States,243.26,11887.2,12.3,2.06,2025-04-15T02:38:15,0
N889PG,United States,283.46,13449.3,12.3,2.06,2025-04-15T02:38:15,0
,United States,0.0,0.0,12.3,2.06,2025-04-15T02:37:57,2
ACA33,Canada,207.02,12192.0,12.3,2.06,2025-04-15T02:38:15,0
ASA1183,United States,231.97,9989.82,12.3,2.06,2025-04-15T02:38:16,0
N7485G,United States,36.38,708.66,12.3,2.06,2025-04-15T02:38:15,2
SLI2067,Mexico,68.73,2125.98,12.3,2.06,2025-04-15T02:35:54,2
ERU414,United States,47.49,1127.76,12.3,2.06,2025-04-15T02:38:16,2
,Canada,45.48,1767.84,12.3,2.06,2025-04-15T02:38:16,2
ACA311,Canada,217.14,11582.4,12.3,2.06,2025-04-15T02:38:16,0
AFR279,France,230.35,11277.6,12.3,2.06,2025-04-15T02:38:16,0
SPTR649,Australia,53.62,937.26,12.3,2.06,2025-04-15T02:31:37,2
N737MH,United States,30.35,0.0,12.3,2.06,2025-04-15T02:34:01,2
ERU422,United States,55.66,868.68,12.3,2.06,2025-04-15T02:38:15,2
AAL2446,United States,187.2,9761.22,12.3,2.06,2025-04-15T02:38:15,1
N544BB,United States,19.28,304.8,12.3,2.06,2025-04-15T02:38:16,2
SWT3MA,Spain,142.4,5486.4,12.3,2.06,2025-04-15T02:38:16,1
ASA1229,United States,235.31,10972.8,12.3,2.06,2025-04-15T02:38:16,0
AAL2343,United States,214.47,9753.6,12.3,2.06,2025-04-15T02:38:16,0
ANA706,Japan,200.08,10972.8,12.3,2.06,2025-04-15T02:38:16,0
DAL3137,United States,210.01,4282.44,12.3,2.06,2025-04-15T02:38:16,0
NDU753,United States,35.29,434.34,12.3,2.06,2025-04-15T02:33:31,2
EDV5078,United States,173.56,5791.2,12.3,2.06,2025-04-15T02:38:16,1
DAL682,United States,182.88,10363.2,12.3,2.06,2025-04-15T02:38:16,1
NKS3646,United States,186.51,4716.78,12.3,2.06,2025-04-15T02:38:16,1
ENY3477,United States,201.78,3825.24,12.3,2.06,2025-04-15T02:38:16,0
TVS3216,Czech Republic,259.33,11277.6,12.3,2.06,2025-04-15T02:38:15,0
,United States,79.8,411.48,12.3,2.06,2025-04-15T02:38:15,2
N562TM,United States,150.09,2179.32,12.3,2.06,2025-04-15T02:38:00,1
SWA1716,United States,91.9,929.64,12.3,2.06,2025-04-15T02:38:16,2
WSN7,United States,2.57,0.0,12.3,2.06,2025-04-15T02:36:43,2
FDX1223,United States,254.14,10675.62,12.3,2.06,2025-04-15T02:38:16,0
FDX1625,United States,275.17,11894.82,12.3,2.06,2025-04-15T02:38:16,0
SKW5644,United States,232.43,10668.0,12.3,2.06,2025-04-15T02:33:15,0
UAL136,United States,187.41,9144.0,12.3,2.06,2025-04-15T02:37:20,1
ASA141,United States,234.7,10363.2,12.3,2.06,2025-04-15T02:38:13,0
AAL3321,United States,222.58,10363.2,12.3,2.06,2025-04-15T02:38:16,0
CXK601,United States,42.71,419.1,12.3,2.06,2025-04-15T02:38:16,2
MVJ89,United States,0.32,0.0,12.3,2.06,2025-04-15T02:38:12,2
JBU1124,United States,207.5,6377.94,12.3,2.06,2025-04-15T02:38:16,0
SKW5660,United States,149.25,3680.46,12.3,2.06,2025-04-15T02:38:15,1
SKW6426,United States,260.34,10058.4,12.3,2.06,2025-04-15T02:38:16,0
JBU983,United States,211.35,9144.0,12.3,2.06,2025-04-15T02:38:15,0
VJC933,Viet Nam,213.53,10363.2,12.3,2.06,2025-04-15T02:33:15,0
CHH7939,China,180.62,4503.42,12.3,2.06,2025-04-15T02:38:16,1
WJA173,Canada,73.76,647.7,12.3,2.06,2025-04-15T02:38:16,2
AXM5322,Malaysia,226.55,9364.98,12.3,2.06,2025-04-15T02:38:00,0
CES234,China,202.46,8526.78,12.3,2.06,2025-04-15T02:38:15,0
JBU1199,United States,67.39,22.86,12.3,2.06,2025-04-15T02:36:56,2
MTN7538,United States,163.8,3398.52,12.3,2.06,2025-04-15T02:38:15,1
CPA005,China,188.7,6164.58,12.3,2.06,2025-04-15T02:38:16,1
GJS4542,United States,188.99,4869.18,12.3,2.06,2025-04-15T02:38:16,1
AFR830,France,250.8,12192.0,12.3,2.06,2025-04-15T02:38:16,0
ASA341,United States,125.36,1821.18,12.3,2.06,2025-04-15T02:38:16,1
XAX237,Malaysia,234.53,11582.4,12.3,2.06,2025-04-15T02:35:43,0
V8MHB,Brunei Darussalam,241.07,11887.2,12.3,2.06,2025-04-15T02:38:15,0
SKW5274,United States,155.37,1348.74,12.3,2.06,2025-04-15T02:38:15,1
AAL3315,United States,229.53,8602.98,12.3,2.06,2025-04-15T02:38:16,0
ASTR303,Australia,54.45,220.98,12.3,2.06,2025-04-15T02:38:16,2
DAL1689,United States,210.86,3375.66,12.3,2.06,2025-04-15T02:38:16,0
XAX798,Malaysia,224.82,11117.58,12.3,2.06,2025-04-15T02:38:15,0
EJA544,United States,220.3,12192.0,12.3,2.06,2025-04-15T02:38:12,0
AXM891,Malaysia,225.38,10675.62,12.3,2.06,2025-04-15T02:38:07,0
N272MB,United States,85.37,1074.42,12.3,2.06,2025-04-15T02:38:15,2
SWA3305,United States,252.77,11887.2,12.3,2.06,2025-04-15T02:38:15,0
N9552A,United States,38.56,304.8,12.3,2.06,2025-04-15T02:38:16,2
GFA019,Bahrain,212.99,9753.6,12.3,2.06,2025-04-15T02:38:16,0
DAL516,United States,214.58,10972.8,12.3,2.06,2025-04-15T02:38:15,0
UAL1710,United States,206.82,10363.2,12.3,2.06,2025-04-15T02:38:16,0
UPS1331,United States,230.9,10980.42,12.3,2.06,2025-04-15T02:38:16,0
SKW3857,United States,211.69,11094.72,12.3,2.06,2025-04-15T02:38:16,0
UAL763,United States,220.51,10972.8,12.3,2.06,2025-04-15T02:38:13,0
CPA986,China,215.88,8115.3,12.3,2.06,2025-04-15T02:33:56,0
LBQ784,United States,119.26,845.82,12.3,2.06,2025-04-15T02:37:34,1
DAL2096,United States,205.42,10972.8,12.3,2.06,2025-04-15T02:38:16,0
UAL2398,United States,180.87,6743.7,12.3,2.06,2025-04-15T02:38:16,1
SKQ45,United States,75.76,883.92,12.3,2.06,2025-04-15T02:36:03,2
AFR703,France,265.63,10972.8,12.3,2.06,2025-04-15T02:38:16,0
SWA4153,United States,219.89,10058.4,12.3,2.06,2025-04-15T02:37:18,0
AFR671,France,247.62,10972.8,12.3,2.06,2025-04-15T02:38:00,0
N8632G,United States,56.86,1722.12,12.3,2.06,2025-04-15T02:38:16,2
DAL2676,United States,175.44,11582.4,12.3,2.06,2025-04-15T02:38:15,1
DAL2879,United States,217.49,3825.24,12.3,2.06,2025-04-15T02:38:15,0
MAS2,Malaysia,219.73,12192.0,12.3,2.06,2025-04-15T02:38:15,0
ETH712,Ethiopia,230.02,12192.0,12.3,2.06,2025-04-15T02:38:15,0
N2670M,United States,85.47,2179.32,12.3,2.06,2025-04-15T02:38:15,2
N5GM,United States,68.19,838.2,12.3,2.06,2025-04-15T02:38:16,2
HEX33,United States,40.72,144.78,12.3,2.06,2025-04-15T02:38:14,2
SWA2617,United States,267.53,11887.2,12.3,2.06,2025-04-15T02:38:16,0
SAR1980,Poland,127.42,7018.02,12.3,2.06,2025-04-15T02:38:15,1
R20573,United States,2.12,220.98,12.3,2.06,2025-04-15T02:38:13,2
SRN1988,Poland,2.83,0.0,12.3,2.06,2025-04-15T02:37:31,2
LBQ825,United States,8.75,0.0,12.3,2.06,2025-04-15T02:36:55,2
N142NE,United States,49.54,472.44,12.3,2.06,2025-04-15T02:38:15,2
UPS9,United States,244.94,10363.2,12.3,2.06,2025-04-15T02:38:15,0
ASA317,United States,212.95,9144.0,12.3,2.06,2025-04-15T02:38:16,0
DAL151,United States,243.25,8869.68,12.3,2.06,2025-04-15T02:38:15,0
AFR977,France,257.12,12192.0,12.3,2.06,2025-04-15T02:38:16,0
AFR499,France,244.34,11887.2,12.3,2.06,2025-04-15T02:38:15,0
